pop1,pop2,pop3,pop4,est,se,z,p,n
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3G10,0.0762602111974497,0.00217852159293651,35.0054878706324,1.856334383072e-268,18403
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDEgyptLuxor_PFZ3H10,0.0749447703896857,0.00283309759275761,26.4532964135336,3.34364878541678e-154,18408
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ66,0.0812879531653395,0.0026842525323293,30.2832733456716,1.9037147040116e-201,18334
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ67,0.0809957349081365,0.00230194901576639,35.1857206017095,3.30638443063283e-271,18288
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ71,0.0813637190684134,0.00235943821353366,34.4843609812344,1.37631770914614e-260,18320
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ74,0.0823326907188103,0.0024209801708963,34.0079987884944,1.69687417232531e-253,18155
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ75,0.0787569236357032,0.00244551431754954,32.2046463071291,1.51942239365089e-227,18355
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ76,0.0804303185593051,0.00248431768699104,32.3752147241365,6.12985364060225e-230,18343
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ79,0.0799217093459468,0.0023737008286886,33.6696640031513,1.60752743013543e-248,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ81,0.0786878410471166,0.00248419233861089,31.6754221579788,3.38789709055864e-220,18387
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ83,0.0785635188614167,0.00236057165515263,33.2815649505615,7.13633296211202e-243,18362
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ87,0.081497198193787,0.0022686937670719,35.9225204285601,1.35978969440034e-282,18381
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ88,0.0796987165542745,0.00251325741604724,31.7113225431646,1.08466873766035e-220,18388
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiKadavu_FJ91,0.0787742005655862,0.00239268328361153,32.9229535330242,1.03184707145006e-237,18388
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiTavenui_FJ84,0.0804744558618315,0.00239069526065771,33.6615281697142,2.11453761039861e-248,18393
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ04,0.0803361574200601,0.00193704954137994,41.473465548449,0,18295
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ10,0.079447936594698,0.00252301080689123,31.4893366202387,1.21574675852268e-217,18295
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ17,0.0797218569654468,0.00230775753371809,34.5451616127994,1.68492116308893e-261,18252
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ20,0.0793792283781312,0.00224377921237,35.3774684873235,3.79245398163076e-274,18230
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ23,0.0798942375838194,0.00255509011546366,31.2686574537202,1.24522054177943e-214,18343
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ35,0.0802778534459276,0.00230433077720532,34.8378167926431,6.51155443489986e-266,18355
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ37,0.077801289802499,0.00254205170515752,30.6057070533418,1.02762402362429e-205,16540
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ41,0.0791473922902494,0.00228157092119931,34.6898672115988,1.1200436120324e-263,18375
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ43,0.0786527565918501,0.00274360506452395,28.667667081121,9.65580730375967e-181,18356
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ46,0.0788190092103111,0.00247955287766691,31.7875895772284,9.60813905561626e-222,18349
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ47,0.0807050685356549,0.00229736681903728,35.1293784984127,2.40060418421283e-270,18263
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ51,0.0812010781273077,0.00250273030722417,32.4449973266874,6.3722038702239e-231,18056
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ53,0.0814501197996078,0.00275410851105024,29.5740416446221,3.22373233799791e-192,18364
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ54,0.0809387755102041,0.00205210150979181,39.4418965748022,0,18375
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ58,0.0790509322668419,0.00207258466652187,38.1412318366237,0,18253
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFijiVitiLevu_FJ61,0.0806876138433515,0.00224012463905177,36.0192519812228,4.17993435052057e-284,18300
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslBoraBora_FP05,0.0798440737106096,0.00185492940954739,43.0442653502872,0,18342
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslBoraBora_FP06,0.0799214396638348,0.00240463500237455,33.2364120063599,3.20820113029457e-242,18245
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslBoraBora_FP08,0.0788363313346658,0.00223209574525307,35.3194218941211,2.95625874568554e-273,18012
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslBoraBora_FP09,0.0802093053039867,0.00224203748818497,35.7751847266924,2.68607029715396e-280,18219
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslBoraBora_FP10,0.0774173305685911,0.00214184668735561,36.1451316873538,4.4369476064139e-286,18326
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslHuahine_FP31,0.0780081701134333,0.00238677399740216,32.6835176679232,2.67821885343413e-234,18278
CoyoteCalifornia,Dingo_Ancient_Curracurrang,AndeanFox,VDFrenchPolSocIslHuahine_FP34,0.0782426445755607,0.00229107227656428,34.1511026849376,1.28768959831501e-255,16779
